studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email,uitgevallen
20220115,Elif van Oosten,e.vanoosten@student.roc.nl,20,V,HAVO,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.562,0.565,28,7.5,5.7,Anita Jansen,a.jansen@roc.nl,False
20230116,Esila Louws,e.louws@student.roc.nl,20,M,VMBO-T,Zorg,Verpleegkundige,99070,2023-2024,4,BBL,2023-09-01,0.797,0.863,47,6.7,7.1,Anita Jansen,a.jansen@roc.nl,False
20220117,Mare le Matelot,m.lematelot@student.roc.nl,16,M,HAVO,Economie,Financieel administrateur,90370,2022-2023,4,BBL,2022-09-01,0.818,0.739,44,6.4,6.5,Mohammed Boukhari,m.boukhari@roc.nl,False
20230118,Sten Merckx-Olykan,s.merckx-olykan@student.roc.nl,22,V,VMBO-T,Zorg,Verpleegkundige,99070,2023-2024,4,BBL,2023-09-01,0.724,0.812,53,7.4,7.2,Jan de Vries,j.devries@roc.nl,True
20230119,Chloé van den Velde-Kuipers,c.vandenvelde-kuipers@student.roc.nl,21,M,VMBO-K,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.34,0.532,38,8.5,6.1,Peter Smit,p.smit@roc.nl,False
20220120,Selina Heijman,s.heijman@student.roc.nl,22,V,HAVO,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.784,0.629,39,8.5,5.8,Peter Smit,p.smit@roc.nl,False
20220121,Keano van der Meulen,k.vandermeulen@student.roc.nl,21,M,VMBO-K,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.723,0.619,38,5.6,7.3,Jan de Vries,j.devries@roc.nl,True
20220122,Bryan Hendriks-Hoedemakers,b.hendriks-hoedemakers@student.roc.nl,17,V,MBO niveau 3,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.741,0.642,36,4.8,6.7,Anita Jansen,a.jansen@roc.nl,True
20230123,Norah van Rheineck,n.vanrheineck@student.roc.nl,19,M,VMBO-T,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.874,0.807,41,7.0,5.0,Peter Smit,p.smit@roc.nl,False
20220124,Yasmine van Hostaden,y.vanhostaden@student.roc.nl,22,V,MBO niveau 2,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.806,0.692,35,6.6,4.1,Fatima El Amrani,f.elamrani@roc.nl,True
20220125,Collin Vos,c.vos@student.roc.nl,26,V,HAVO,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.576,0.61,36,6.3,8.3,Jan de Vries,j.devries@roc.nl,False
20230126,Boris Ernst,b.ernst@student.roc.nl,20,V,MBO niveau 3,Groen,Dierverzorger,97730,2023-2024,3,BBL,2023-09-01,0.695,0.64,34,5.2,5.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20230127,Jolie van Poppel-Verbeeck,j.vanpoppel-verbeeck@student.roc.nl,16,M,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.711,0.603,33,8.8,7.1,Fatima El Amrani,f.elamrani@roc.nl,False
20230128,Iris Janssen,i.janssen@student.roc.nl,20,M,HAVO,Economie,Logistiek medewerker,90640,2023-2024,3,BBL,2023-09-01,0.72,0.761,35,6.6,5.5,Jan de Vries,j.devries@roc.nl,False
20230129,Victor Adriaensdr,v.adriaensdr@student.roc.nl,16,M,VMBO-T,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.59,0.629,27,5.2,4.3,Fatima El Amrani,f.elamrani@roc.nl,False
20220130,Renske Saxo,r.saxo@student.roc.nl,19,M,VMBO-K,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.776,0.627,39,6.5,7.9,Peter Smit,p.smit@roc.nl,False
20230131,Catharina van Gemert,c.vangemert@student.roc.nl,18,M,VMBO-K,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.568,0.524,34,8.2,6.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20220132,Loes Blom,l.blom@student.roc.nl,20,M,VMBO-K,Techniek,Netwerkbeheerder,93200,2022-2023,4,BBL,2022-09-01,0.723,0.678,41,6.8,6.7,Mohammed Boukhari,m.boukhari@roc.nl,True
20230133,Guusje Elsenaar,g.elsenaar@student.roc.nl,19,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BBL,2023-09-01,0.975,0.766,51,7.3,9.0,Jan de Vries,j.devries@roc.nl,False
20220134,Dean Meyer-van Grinsven,d.meyer-vangrinsven@student.roc.nl,18,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.807,0.778,46,7.4,5.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20220135,Sjoerd Doorhof,s.doorhof@student.roc.nl,23,M,MBO niveau 3,Economie,Financieel administrateur,90370,2022-2023,4,BBL,2022-09-01,0.721,0.696,43,9.1,5.9,Jan de Vries,j.devries@roc.nl,False
20220136,Amin Stamrood,a.stamrood@student.roc.nl,19,M,HAVO,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.782,0.743,35,5.9,9.3,Anita Jansen,a.jansen@roc.nl,False
20230137,Esmee van Soest,e.vansoest@student.roc.nl,21,V,MBO niveau 2,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.62,0.577,37,5.7,5.1,Peter Smit,p.smit@roc.nl,False
20230138,Evelien Korstman-Passchiers,e.korstman-passchiers@student.roc.nl,16,M,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.556,0.452,20,7.7,6.4,Jan de Vries,j.devries@roc.nl,False
20230139,Nova van Saksen,n.vansaksen@student.roc.nl,23,M,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2023-2024,4,BOL,2023-09-01,0.72,0.75,46,4.7,3.2,Anita Jansen,a.jansen@roc.nl,False
20230140,Finn van Alenburg,f.vanalenburg@student.roc.nl,23,M,VMBO-B,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.664,0.653,35,6.9,5.4,Peter Smit,p.smit@roc.nl,True
20230141,Quinty Brisee-Ruijs,q.brisee-ruijs@student.roc.nl,17,V,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.554,0.673,46,4.3,5.6,Anita Jansen,a.jansen@roc.nl,True
20220142,Levi Hagendoorn,l.hagendoorn@student.roc.nl,17,V,VMBO-B,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.555,0.641,34,7.2,3.1,Peter Smit,p.smit@roc.nl,False
20230143,Liz Puig,l.puig@student.roc.nl,20,V,VMBO-B,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.584,0.69,36,7.4,7.0,Jan de Vries,j.devries@roc.nl,False
20220144,Joost Greij,j.greij@student.roc.nl,26,M,MBO niveau 2,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.953,0.847,39,7.1,8.0,Fatima El Amrani,f.elamrani@roc.nl,False
20230145,Dave Schouten,d.schouten@student.roc.nl,20,M,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BBL,2023-09-01,0.871,0.831,39,5.5,7.6,Peter Smit,p.smit@roc.nl,False
20220146,Nadine Otto,n.otto@student.roc.nl,20,M,HAVO,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.917,0.777,43,6.8,5.2,Peter Smit,p.smit@roc.nl,False
20230147,Elif van Ooste,e.vanooste@student.roc.nl,22,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.953,0.87,48,7.4,8.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20220148,Ise van Este,i.vaneste@student.roc.nl,21,M,VMBO-T,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.469,0.549,38,5.6,6.9,Peter Smit,p.smit@roc.nl,True
20220149,Floor Aarts-Hendricks,f.aarts-hendricks@student.roc.nl,16,M,VMBO-B,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.781,0.602,34,5.2,6.3,Peter Smit,p.smit@roc.nl,False
20220150,Tijs van Amstel,t.vanamstel@student.roc.nl,16,V,MBO niveau 3,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.619,0.699,40,5.9,7.4,Anita Jansen,a.jansen@roc.nl,False
20230151,Vincent Hulst,v.hulst@student.roc.nl,23,V,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.766,0.799,47,7.2,7.9,Anita Jansen,a.jansen@roc.nl,False
20220152,Zoë Zeldenrust,z.zeldenrust@student.roc.nl,18,M,VMBO-K,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.451,0.633,41,7.5,3.1,Anita Jansen,a.jansen@roc.nl,False
20220153,Melissa Mol,m.mol@student.roc.nl,21,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.634,0.753,52,7.2,7.5,Mohammed Boukhari,m.boukhari@roc.nl,False
20230154,Jort Opmans-van Engeland,j.opmans-vanengeland@student.roc.nl,21,V,MBO niveau 2,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.504,0.578,26,5.7,4.2,Fatima El Amrani,f.elamrani@roc.nl,False
20220155,Chloë de Gruil,c.degruil@student.roc.nl,18,M,VMBO-K,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.697,0.666,33,7.1,8.7,Peter Smit,p.smit@roc.nl,False
20230156,Amir Prinsen,a.prinsen@student.roc.nl,23,M,VMBO-K,Techniek,Elektrotechniek,25160,2023-2024,3,BBL,2023-09-01,0.888,0.787,43,5.8,6.1,Jan de Vries,j.devries@roc.nl,False
20230157,Rosa Hanegraaff,r.hanegraaff@student.roc.nl,21,M,HAVO,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.738,0.653,41,6.5,6.6,Peter Smit,p.smit@roc.nl,False
20230158,Amir van Asten,a.vanasten@student.roc.nl,25,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.67,0.683,27,6.9,5.9,Anita Jansen,a.jansen@roc.nl,False
20220159,Naud Kolen,n.kolen@student.roc.nl,16,V,VMBO-B,Economie,Commercieel medewerker,90111,2022-2023,3,BBL,2022-09-01,0.47,0.523,35,5.9,6.2,Peter Smit,p.smit@roc.nl,True
20230160,Phileine van Praagh-de Plantard,p.vanpraagh-deplantard@student.roc.nl,24,M,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.379,0.5,41,8.2,6.7,Fatima El Amrani,f.elamrani@roc.nl,False
20220161,Noud de Hoog,n.dehoog@student.roc.nl,18,V,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BBL,2022-09-01,0.815,0.713,43,7.8,8.8,Peter Smit,p.smit@roc.nl,False
20230162,Brent van Gent,b.vangent@student.roc.nl,19,M,VMBO-B,Economie,Commercieel medewerker,90111,2023-2024,3,BBL,2023-09-01,0.49,0.668,43,6.9,6.3,Fatima El Amrani,f.elamrani@roc.nl,False
20220163,Amélie Marchand-van de Velde,a.marchand-vandevelde@student.roc.nl,18,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.675,0.777,42,6.4,7.0,Jan de Vries,j.devries@roc.nl,False
20220164,Wouter Furda-die Bont,w.furda-diebont@student.roc.nl,16,M,VMBO-K,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.518,0.549,34,5.8,7.8,Peter Smit,p.smit@roc.nl,True
20220165,Luke Neuteboom,l.neuteboom@student.roc.nl,20,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BBL,2022-09-01,0.92,0.707,47,6.3,7.1,Peter Smit,p.smit@roc.nl,False
20230166,Alex de Bont-Palman,a.debont-palman@student.roc.nl,18,M,HAVO,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.81,0.824,41,7.0,6.3,Peter Smit,p.smit@roc.nl,False
20220167,Sven van de Brink,s.vandebrink@student.roc.nl,17,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2022-2023,4,BBL,2022-09-01,0.659,0.608,25,4.7,7.6,Anita Jansen,a.jansen@roc.nl,False
20230168,Cato van der Laan,c.vanderlaan@student.roc.nl,17,M,VMBO-T,Economie,Commercieel medewerker,90111,2023-2024,3,BBL,2023-09-01,0.618,0.703,46,7.3,4.9,Fatima El Amrani,f.elamrani@roc.nl,False
20230169,Kyano Opmans,k.opmans@student.roc.nl,18,M,MBO niveau 3,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.754,0.706,44,6.7,6.9,Peter Smit,p.smit@roc.nl,False
20230170,Azra Butselaar,a.butselaar@student.roc.nl,21,V,MBO niveau 2,Dienstverlening,Kapper,97460,2023-2024,3,BBL,2023-09-01,0.937,0.929,50,7.2,5.8,Anita Jansen,a.jansen@roc.nl,False
20230171,Lola Moensendijk,l.moensendijk@student.roc.nl,23,V,VMBO-T,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.566,0.46,22,6.0,6.8,Jan de Vries,j.devries@roc.nl,False
20220172,Romy Hoes,r.hoes@student.roc.nl,23,M,HAVO,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.78,0.805,49,8.2,4.8,Peter Smit,p.smit@roc.nl,False
20220173,Joël van den Pol,j.vandenpol@student.roc.nl,18,M,VMBO-T,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.627,0.602,31,3.5,7.2,Fatima El Amrani,f.elamrani@roc.nl,True
20220174,Daphne Mijsberg,d.mijsberg@student.roc.nl,18,M,MBO niveau 3,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.687,0.738,39,6.1,7.1,Jan de Vries,j.devries@roc.nl,False
20230175,Zakaria Stook-Boudewijns,z.stook-boudewijns@student.roc.nl,19,X,HAVO,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.931,0.803,41,8.4,7.2,Fatima El Amrani,f.elamrani@roc.nl,False
20230176,Boris Belpere,b.belpere@student.roc.nl,24,V,MBO niveau 3,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.804,0.727,39,7.6,9.6,Anita Jansen,a.jansen@roc.nl,True
20220177,Isabelle van Leeuwen-Booden,i.vanleeuwen-booden@student.roc.nl,23,M,MBO niveau 2,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.731,0.635,43,6.7,5.0,Anita Jansen,a.jansen@roc.nl,True
20230178,Micha de Koning,m.dekoning@student.roc.nl,21,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.664,0.617,28,6.9,5.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20230179,Rens Billung-van den Brink,r.billung-vandenbrink@student.roc.nl,20,M,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.727,0.748,40,6.0,8.3,Mohammed Boukhari,m.boukhari@roc.nl,False
20230180,Amelia Martens,a.martens@student.roc.nl,20,V,HAVO,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.598,0.598,28,5.9,3.2,Jan de Vries,j.devries@roc.nl,False
20220181,Janna Vial,j.vial@student.roc.nl,16,V,VMBO-T,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.838,0.642,41,6.1,4.1,Jan de Vries,j.devries@roc.nl,True
20230182,Lars van Gemert,l.vangemert@student.roc.nl,20,V,VMBO-K,Economie,Financieel administrateur,90370,2023-2024,4,BBL,2023-09-01,0.535,0.66,37,6.3,7.8,Peter Smit,p.smit@roc.nl,False
20220183,Zoey de Korte-Phillipsen,z.dekorte-phillipsen@student.roc.nl,20,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.219,0.35,26,6.1,2.9,Jan de Vries,j.devries@roc.nl,False
20230184,Leah Lensen,l.lensen@student.roc.nl,22,V,HAVO,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.887,0.709,44,6.8,4.0,Peter Smit,p.smit@roc.nl,False
20230185,Liza Simonis,l.simonis@student.roc.nl,20,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.669,0.634,26,7.8,4.9,Jan de Vries,j.devries@roc.nl,False
20230186,Myrthe Hulskes,m.hulskes@student.roc.nl,27,M,VMBO-T,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.848,0.681,31,7.4,5.1,Peter Smit,p.smit@roc.nl,False
20230187,Mustafa Cadefau-Schakelaar,m.cadefau-schakelaar@student.roc.nl,22,M,HAVO,Zorg,Verpleegkundige,99070,2023-2024,4,BBL,2023-09-01,0.738,0.61,35,8.1,5.9,Anita Jansen,a.jansen@roc.nl,False
20230188,Isis Voortman,i.voortman@student.roc.nl,26,V,MBO niveau 2,Techniek,Elektrotechniek,25160,2023-2024,3,BBL,2023-09-01,0.864,0.734,47,6.7,5.6,Mohammed Boukhari,m.boukhari@roc.nl,True
20220189,Dean van der Veiver,d.vanderveiver@student.roc.nl,21,V,MBO niveau 3,Economie,Logistiek medewerker,90640,2022-2023,3,BBL,2022-09-01,0.361,0.51,40,6.1,6.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20230190,Victor Wilmont,v.wilmont@student.roc.nl,21,M,VMBO-K,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.514,0.588,30,9.0,3.5,Peter Smit,p.smit@roc.nl,False
20230191,Angelina Hoppenbrouwer-Meyer,a.hoppenbrouwer-meyer@student.roc.nl,19,V,VMBO-K,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.485,0.639,23,6.1,8.7,Fatima El Amrani,f.elamrani@roc.nl,True
20220192,Jaylinn Hanegraaff,j.hanegraaff@student.roc.nl,23,V,MBO niveau 2,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.865,0.722,28,6.3,7.3,Jan de Vries,j.devries@roc.nl,False
20230193,Dewi Hendriks,d.hendriks@student.roc.nl,17,M,VMBO-B,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.738,0.791,44,5.0,7.5,Fatima El Amrani,f.elamrani@roc.nl,False
20230194,Lily van 't Houteveen,l.van'thouteveen@student.roc.nl,17,M,VMBO-B,Economie,Logistiek medewerker,90640,2023-2024,3,BBL,2023-09-01,0.678,0.713,39,7.2,4.5,Fatima El Amrani,f.elamrani@roc.nl,False
20220195,Ize Maas,i.maas@student.roc.nl,22,V,MBO niveau 2,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.887,0.756,43,7.0,4.8,Anita Jansen,a.jansen@roc.nl,False
20220196,Merijn Brandt,m.brandt@student.roc.nl,22,V,HAVO,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.756,0.629,36,6.9,7.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20230197,Yfke Doornhem-Kamper,y.doornhem-kamper@student.roc.nl,19,M,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.678,0.758,36,4.9,5.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20220198,Nora Bruynzeels,n.bruynzeels@student.roc.nl,19,V,VMBO-B,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.725,0.809,52,8.5,7.2,Fatima El Amrani,f.elamrani@roc.nl,False
20230199,Nora Vermeulen-Zwart,n.vermeulen-zwart@student.roc.nl,18,V,HAVO,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.862,0.754,42,6.2,8.2,Anita Jansen,a.jansen@roc.nl,False
20220200,Mehmet Werdes-Roose,m.werdes-roose@student.roc.nl,16,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.933,0.785,43,6.2,4.5,Mohammed Boukhari,m.boukhari@roc.nl,False
20230201,Tessa Oemencs-de Gruijter,t.oemencs-degruijter@student.roc.nl,23,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.745,0.806,50,7.8,7.5,Peter Smit,p.smit@roc.nl,False
20230202,Sofia Wildschut-Groote,s.wildschut-groote@student.roc.nl,18,M,HAVO,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.883,0.691,41,8.2,7.8,Anita Jansen,a.jansen@roc.nl,False
20230203,Arie Mallien,a.mallien@student.roc.nl,17,M,MBO niveau 3,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.683,0.562,39,9.0,5.9,Peter Smit,p.smit@roc.nl,False
20220204,Livia Doesburg-van den Eerenbeemt,l.doesburg-vandeneerenbeemt@student.roc.nl,25,M,VMBO-B,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.95,0.894,54,6.6,7.7,Anita Jansen,a.jansen@roc.nl,False
20220205,Alicia Michiels-van Rooij,a.michiels-vanrooij@student.roc.nl,20,V,VMBO-B,Techniek,Software Developer,25604,2022-2023,4,BBL,2022-09-01,0.839,0.806,46,8.1,5.4,Peter Smit,p.smit@roc.nl,False
20220206,Jamie Merckx-Marchal,j.merckx-marchal@student.roc.nl,19,M,MBO niveau 2,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.6,0.676,28,7.4,3.6,Mohammed Boukhari,m.boukhari@roc.nl,True
20220207,Maud Walter,m.walter@student.roc.nl,19,V,MBO niveau 2,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.457,0.566,32,6.0,6.2,Jan de Vries,j.devries@roc.nl,False
20230208,Aya de Kale,a.dekale@student.roc.nl,17,V,HAVO,Dienstverlening,Kapper,97460,2023-2024,3,BBL,2023-09-01,0.735,0.75,50,7.5,5.8,Jan de Vries,j.devries@roc.nl,False
20230209,Louise Meyer,l.meyer@student.roc.nl,23,V,VMBO-B,Dienstverlening,Kapper,97460,2023-2024,3,BBL,2023-09-01,0.685,0.623,32,7.4,8.2,Mohammed Boukhari,m.boukhari@roc.nl,True
20230210,Colin van der Schuijt,c.vanderschuijt@student.roc.nl,20,M,VMBO-B,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.928,0.735,39,5.3,7.9,Peter Smit,p.smit@roc.nl,False
20220211,Esmee Laffray,e.laffray@student.roc.nl,20,M,VMBO-K,Techniek,Netwerkbeheerder,93200,2022-2023,4,BBL,2022-09-01,0.828,0.709,49,7.5,6.9,Jan de Vries,j.devries@roc.nl,False
20220212,Elise van Klaarwater,e.vanklaarwater@student.roc.nl,16,M,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.897,0.706,38,4.1,5.8,Jan de Vries,j.devries@roc.nl,False
20230213,Marijn Salet,m.salet@student.roc.nl,19,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.945,0.888,51,7.2,7.5,Jan de Vries,j.devries@roc.nl,False
20230214,Boris Garret-de Roos,b.garret-deroos@student.roc.nl,24,V,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.854,0.623,37,8.5,5.1,Anita Jansen,a.jansen@roc.nl,True
20220215,Teun Kruns,t.kruns@student.roc.nl,24,M,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.71,0.684,41,5.0,5.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20220216,Tess Verharen,t.verharen@student.roc.nl,19,M,VMBO-T,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.685,0.566,34,6.1,10.0,Fatima El Amrani,f.elamrani@roc.nl,False
20230217,Liam Hendriks,l.hendriks@student.roc.nl,18,V,VMBO-B,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.523,0.543,27,8.3,5.2,Fatima El Amrani,f.elamrani@roc.nl,True
20220218,Bas Bloemendaal,b.bloemendaal@student.roc.nl,20,V,HAVO,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.678,0.748,38,7.1,5.3,Fatima El Amrani,f.elamrani@roc.nl,False
20230219,Frederique Lonen,f.lonen@student.roc.nl,20,V,VMBO-K,Techniek,Elektrotechniek,25160,2023-2024,3,BBL,2023-09-01,0.693,0.726,43,8.3,7.0,Anita Jansen,a.jansen@roc.nl,False
20220220,Linn Pons,l.pons@student.roc.nl,20,M,HAVO,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.548,0.694,32,5.0,5.7,Peter Smit,p.smit@roc.nl,False
20230221,Bram van Geest,b.vangeest@student.roc.nl,21,V,VMBO-K,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.552,0.589,42,6.5,7.0,Jan de Vries,j.devries@roc.nl,False
20230222,Jack Waardeloo,j.waardeloo@student.roc.nl,21,V,VMBO-B,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.547,0.542,26,5.3,7.3,Jan de Vries,j.devries@roc.nl,False
20230223,Sarah Zijlemans,s.zijlemans@student.roc.nl,16,M,VMBO-T,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.687,0.721,43,5.6,6.0,Peter Smit,p.smit@roc.nl,True
20220224,David van Klaarwater,d.vanklaarwater@student.roc.nl,25,M,VMBO-K,Groen,Medewerker voedsel,97590,2022-2023,2,BBL,2022-09-01,0.904,0.821,51,6.6,7.3,Jan de Vries,j.devries@roc.nl,False
20220225,Imke Langevoort,i.langevoort@student.roc.nl,24,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.526,0.63,38,8.0,4.2,Jan de Vries,j.devries@roc.nl,False
20220226,Hannah Wilcken-de Vries,h.wilcken-devries@student.roc.nl,20,V,MBO niveau 3,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.913,0.669,33,7.8,7.3,Peter Smit,p.smit@roc.nl,True
20230227,Luna Labado,l.labado@student.roc.nl,23,M,VMBO-T,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.768,0.695,35,5.7,9.6,Fatima El Amrani,f.elamrani@roc.nl,False
20220228,Fay van der Smeede,f.vandersmeede@student.roc.nl,19,V,MBO niveau 3,Techniek,Elektrotechniek,25160,2022-2023,3,BBL,2022-09-01,0.626,0.769,41,5.1,3.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20230229,Isabella Remmers-Goudriaan,i.remmers-goudriaan@student.roc.nl,25,V,VMBO-B,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.614,0.616,38,5.7,5.8,Peter Smit,p.smit@roc.nl,True
20230230,Dani Westermann,d.westermann@student.roc.nl,18,X,VMBO-T,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.829,0.84,50,3.2,5.2,Mohammed Boukhari,m.boukhari@roc.nl,False
