studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email
20240117,Lisa Garret-Vastenhouw,l.garret-vastenhouw@student.roc.nl,21,V,VMBO-T,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.632,0.619,39,5.3,8.2,Jan de Vries,j.devries@roc.nl
20240118,Jolie Bosch,j.bosch@student.roc.nl,20,V,HAVO,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.561,0.658,41,8.8,8.3,Jan de Vries,j.devries@roc.nl
20240119,Sofia van Boulogne,s.vanboulogne@student.roc.nl,24,M,VMBO-B,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.707,0.542,26,4.0,5.8,Anita Jansen,a.jansen@roc.nl
20240120,Feline van Luyssel,f.vanluyssel@student.roc.nl,21,V,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.581,0.647,34,7.1,5.2,Jan de Vries,j.devries@roc.nl
20240121,Amy Kallen,a.kallen@student.roc.nl,16,V,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.728,0.798,43,5.3,5.5,Anita Jansen,a.jansen@roc.nl
20240122,Pleun Suijker,p.suijker@student.roc.nl,22,M,VMBO-B,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.868,0.839,39,6.8,4.6,Fatima El Amrani,f.elamrani@roc.nl
20240123,Raf van der Pouw,r.vanderpouw@student.roc.nl,16,M,MBO niveau 2,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.635,0.533,36,5.1,5.8,Anita Jansen,a.jansen@roc.nl
20240124,Lucas Dijkman,l.dijkman@student.roc.nl,18,M,VMBO-K,Techniek,Software Developer,25604,2024-2025,4,BBL,2024-09-01,0.62,0.643,37,8.7,4.4,Jan de Vries,j.devries@roc.nl
20240125,Mark de Koning,m.dekoning@student.roc.nl,20,M,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.747,0.668,34,5.0,6.8,Fatima El Amrani,f.elamrani@roc.nl
20240126,Elize van der Ploeg-van Ooyen,e.vanderploeg-vanooyen@student.roc.nl,22,M,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.833,0.722,33,8.0,6.2,Anita Jansen,a.jansen@roc.nl
20240127,Liam Brumleve-Hanegraaff,l.brumleve-hanegraaff@student.roc.nl,21,X,VMBO-T,Techniek,Netwerkbeheerder,93200,2024-2025,4,BBL,2024-09-01,0.768,0.668,34,6.8,6.2,Peter Smit,p.smit@roc.nl
20240128,Carlijn van Ginkel,c.vanginkel@student.roc.nl,21,M,VMBO-B,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.77,0.667,43,5.4,6.7,Mohammed Boukhari,m.boukhari@roc.nl
20240129,Imran Huijs,i.huijs@student.roc.nl,25,M,VMBO-B,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.542,0.638,50,7.1,7.1,Peter Smit,p.smit@roc.nl
20240130,Casper Rubben,c.rubben@student.roc.nl,18,X,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.811,0.756,41,6.3,4.3,Anita Jansen,a.jansen@roc.nl
20240131,Amir Arnold,a.arnold@student.roc.nl,20,M,VMBO-K,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.866,0.801,47,6.6,5.7,Jan de Vries,j.devries@roc.nl
20240132,Maria Heribert van Laon,m.heribertvanlaon@student.roc.nl,20,V,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.697,0.554,24,5.7,7.3,Mohammed Boukhari,m.boukhari@roc.nl
20240133,Chloë van Heusden-van der Lede,c.vanheusden-vanderlede@student.roc.nl,24,M,HAVO,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.682,0.709,40,6.9,7.4,Mohammed Boukhari,m.boukhari@roc.nl
20240134,Lynn Neuteboom,l.neuteboom@student.roc.nl,17,V,VMBO-B,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.825,0.684,40,5.7,5.8,Fatima El Amrani,f.elamrani@roc.nl
20240135,Fleur Kolen-Arens,f.kolen-arens@student.roc.nl,20,M,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.641,0.56,33,6.5,7.2,Peter Smit,p.smit@roc.nl
20240136,Demi Bierstraten,d.bierstraten@student.roc.nl,20,M,VMBO-K,Zorg,Verpleegkundige,99070,2024-2025,4,BBL,2024-09-01,0.781,0.729,47,10.0,3.9,Jan de Vries,j.devries@roc.nl
20240137,Liz Zaal,l.zaal@student.roc.nl,17,M,MBO niveau 2,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.591,0.672,39,4.4,4.9,Peter Smit,p.smit@roc.nl
20240138,Owen Perrono,o.perrono@student.roc.nl,19,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BBL,2024-09-01,0.891,0.911,49,6.5,5.2,Fatima El Amrani,f.elamrani@roc.nl
20240139,Noor de Backer,n.debacker@student.roc.nl,20,X,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.639,0.571,42,5.5,6.2,Peter Smit,p.smit@roc.nl
20240140,Niels de Keijzer,n.dekeijzer@student.roc.nl,18,V,MBO niveau 3,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.792,0.723,41,7.2,4.8,Mohammed Boukhari,m.boukhari@roc.nl
20240141,Pippa Spruyt-van der Noot,p.spruyt-vandernoot@student.roc.nl,17,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.774,0.633,33,4.7,5.2,Jan de Vries,j.devries@roc.nl
20240142,Fatima Veltman,f.veltman@student.roc.nl,16,M,VMBO-K,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.679,0.658,33,6.8,6.0,Anita Jansen,a.jansen@roc.nl
20240143,Hidde van Duivenvoorde,h.vanduivenvoorde@student.roc.nl,21,V,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.859,0.914,58,6.1,3.6,Anita Jansen,a.jansen@roc.nl
20240144,Lara de Lange,l.delange@student.roc.nl,23,M,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.452,0.382,23,7.9,7.5,Jan de Vries,j.devries@roc.nl
20240145,Maxim Goyaerts van Waderle,m.goyaertsvanwaderle@student.roc.nl,18,M,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BBL,2024-09-01,0.72,0.682,39,7.6,6.7,Jan de Vries,j.devries@roc.nl
20240146,Mia van de Eerenbeemt,m.vandeeerenbeemt@student.roc.nl,21,M,MBO niveau 3,Zorg,Verzorgende IG,93500,2024-2025,3,BBL,2024-09-01,0.807,0.803,46,4.0,8.4,Anita Jansen,a.jansen@roc.nl
20240147,Yfke Boers-de Gratie,y.boers-degratie@student.roc.nl,17,M,VMBO-T,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.721,0.691,38,4.2,6.0,Fatima El Amrani,f.elamrani@roc.nl
20240148,Boris Uittenbosch,b.uittenbosch@student.roc.nl,19,M,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.713,0.815,46,8.2,8.5,Jan de Vries,j.devries@roc.nl
20240149,Casper Eckhardt,c.eckhardt@student.roc.nl,18,V,VMBO-K,Economie,Logistiek medewerker,90640,2024-2025,3,BBL,2024-09-01,0.877,0.845,53,6.3,2.9,Peter Smit,p.smit@roc.nl
20240150,Aaliyah Diesbergen,a.diesbergen@student.roc.nl,20,V,VMBO-K,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.859,0.712,39,4.3,7.3,Anita Jansen,a.jansen@roc.nl
20240151,Joris Gellemeyer,j.gellemeyer@student.roc.nl,17,M,MBO niveau 3,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.627,0.722,43,5.6,4.0,Peter Smit,p.smit@roc.nl
20240152,Imke Oosterhek,i.oosterhek@student.roc.nl,16,M,HAVO,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.956,0.924,37,4.5,6.0,Anita Jansen,a.jansen@roc.nl
20240153,Laurens Gemen,l.gemen@student.roc.nl,20,M,VMBO-B,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.4,0.547,27,5.4,6.6,Jan de Vries,j.devries@roc.nl
20240154,Arie Fredriks,a.fredriks@student.roc.nl,20,V,HAVO,Techniek,Software Developer,25604,2024-2025,4,BBL,2024-09-01,0.453,0.468,27,7.2,5.0,Peter Smit,p.smit@roc.nl
20240155,Justin Kirpenstein,j.kirpenstein@student.roc.nl,22,M,MBO niveau 2,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.772,0.736,47,7.5,6.3,Peter Smit,p.smit@roc.nl
20240156,Olivia de Haan,o.dehaan@student.roc.nl,20,V,VMBO-T,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.708,0.747,41,6.6,6.1,Mohammed Boukhari,m.boukhari@roc.nl
20240157,Rosalie Govarts-Korstman,r.govarts-korstman@student.roc.nl,24,V,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.836,0.61,24,5.9,8.0,Fatima El Amrani,f.elamrani@roc.nl
20240158,Jesse Schiffer,j.schiffer@student.roc.nl,23,V,MBO niveau 3,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.762,0.611,39,6.8,5.4,Jan de Vries,j.devries@roc.nl
20240159,Joshua van Wijland,j.vanwijland@student.roc.nl,21,V,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.796,0.6,33,7.9,5.5,Anita Jansen,a.jansen@roc.nl
20240160,Robin Heerschop,r.heerschop@student.roc.nl,20,V,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.957,0.85,50,6.7,5.7,Mohammed Boukhari,m.boukhari@roc.nl
20240161,Victor Tammerijn,v.tammerijn@student.roc.nl,16,M,MBO niveau 2,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.964,0.778,50,7.1,6.4,Anita Jansen,a.jansen@roc.nl
20240162,Femke Meijer,f.meijer@student.roc.nl,23,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.708,0.714,42,5.7,4.9,Peter Smit,p.smit@roc.nl
20240163,Hugo Boddaugh-Jochems,h.boddaugh-jochems@student.roc.nl,17,V,MBO niveau 2,Dienstverlening,Kok,25185,2024-2025,2,BBL,2024-09-01,0.622,0.665,48,7.2,7.3,Anita Jansen,a.jansen@roc.nl
20240164,Evie Tuithof,e.tuithof@student.roc.nl,23,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.633,0.717,39,7.7,4.4,Fatima El Amrani,f.elamrani@roc.nl
20240165,Aron van de Elzas,a.vandeelzas@student.roc.nl,18,M,VMBO-K,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.513,0.665,38,6.0,6.0,Fatima El Amrani,f.elamrani@roc.nl
20240166,Alyssa Jorlink,a.jorlink@student.roc.nl,17,V,VMBO-K,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.63,0.707,36,7.4,6.2,Fatima El Amrani,f.elamrani@roc.nl
20240167,Riley Hanegraaff,r.hanegraaff@student.roc.nl,24,M,HAVO,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.34,0.435,24,6.8,4.8,Mohammed Boukhari,m.boukhari@roc.nl
20240168,Lise van Veen,l.vanveen@student.roc.nl,16,M,MBO niveau 2,Economie,Logistiek medewerker,90640,2024-2025,3,BBL,2024-09-01,0.548,0.636,43,6.1,6.9,Peter Smit,p.smit@roc.nl
20240169,Thijn Verschut,t.verschut@student.roc.nl,24,M,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.804,0.712,38,8.2,3.6,Peter Smit,p.smit@roc.nl
20240170,Cornelis van Veen,c.vanveen@student.roc.nl,19,V,VMBO-B,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.791,0.79,49,6.9,6.1,Anita Jansen,a.jansen@roc.nl
20240171,Nadia Vastenhouw,n.vastenhouw@student.roc.nl,20,V,VMBO-K,Techniek,Installatiemonteur,25480,2024-2025,2,BBL,2024-09-01,0.916,0.817,39,6.9,8.1,Anita Jansen,a.jansen@roc.nl
20240172,Maya le Guellec,m.leguellec@student.roc.nl,18,V,MBO niveau 2,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.894,0.776,40,5.6,6.0,Peter Smit,p.smit@roc.nl
20240173,Mason van Noort-Thomas,m.vannoort-thomas@student.roc.nl,17,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.328,0.397,23,4.6,6.3,Peter Smit,p.smit@roc.nl
20240174,Wesley Holthuis,w.holthuis@student.roc.nl,21,V,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.954,0.916,57,7.7,7.4,Fatima El Amrani,f.elamrani@roc.nl
20240175,Nina Erhout,n.erhout@student.roc.nl,19,M,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.92,0.825,50,7.2,6.5,Anita Jansen,a.jansen@roc.nl
20240176,Bradley de Boer-Koster,b.deboer-koster@student.roc.nl,18,M,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.803,0.798,40,6.4,7.7,Mohammed Boukhari,m.boukhari@roc.nl
20240177,Chloé van Wallaert-le Floch,c.vanwallaert-lefloch@student.roc.nl,17,V,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.785,0.766,39,4.9,7.4,Jan de Vries,j.devries@roc.nl
20240178,Jente Versluijs,j.versluijs@student.roc.nl,16,V,VMBO-B,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.646,0.604,40,7.8,4.8,Jan de Vries,j.devries@roc.nl
20240179,Meike Fortuyn,m.fortuyn@student.roc.nl,21,X,VMBO-K,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.579,0.703,36,7.6,7.6,Jan de Vries,j.devries@roc.nl
20240180,Sterre Jonkman,s.jonkman@student.roc.nl,24,V,MBO niveau 3,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.83,0.681,53,5.3,4.5,Jan de Vries,j.devries@roc.nl
20240181,Marinus Martens,m.martens@student.roc.nl,20,M,MBO niveau 3,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.938,0.738,43,7.0,7.5,Anita Jansen,a.jansen@roc.nl
20240182,Dex Westerburg,d.westerburg@student.roc.nl,19,V,MBO niveau 3,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.796,0.809,38,7.9,6.4,Jan de Vries,j.devries@roc.nl
20240183,Josephine Chotzen-de Kale,j.chotzen-dekale@student.roc.nl,18,M,VMBO-T,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.677,0.646,46,6.6,3.1,Peter Smit,p.smit@roc.nl
20240184,Elise van Ooyen,e.vanooyen@student.roc.nl,24,M,VMBO-K,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.778,0.648,38,5.0,5.8,Jan de Vries,j.devries@roc.nl
20240185,Arie Mol-van Schevinghuizen,a.mol-vanschevinghuizen@student.roc.nl,23,V,HAVO,Techniek,Software Developer,25604,2024-2025,4,BBL,2024-09-01,0.174,0.257,18,6.3,6.4,Mohammed Boukhari,m.boukhari@roc.nl
20240186,Jasper Zeemans-van der Maath,j.zeemans-vandermaath@student.roc.nl,22,M,MBO niveau 2,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.836,0.61,36,8.9,4.5,Mohammed Boukhari,m.boukhari@roc.nl
20240187,Tessa van der Flaas,t.vanderflaas@student.roc.nl,17,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.588,0.667,38,7.0,5.2,Fatima El Amrani,f.elamrani@roc.nl
20240188,Nisa van der Stael,n.vanderstael@student.roc.nl,26,M,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.899,0.781,50,7.5,8.6,Mohammed Boukhari,m.boukhari@roc.nl
20240189,Luca Luitgardis van Neustrië,l.luitgardisvanneustrië@student.roc.nl,18,M,MBO niveau 3,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.902,0.915,46,4.4,7.9,Peter Smit,p.smit@roc.nl
20240190,Mila van Voorst,m.vanvoorst@student.roc.nl,27,V,VMBO-K,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.826,0.727,36,6.5,6.3,Anita Jansen,a.jansen@roc.nl
20240191,Stef Ellis,s.ellis@student.roc.nl,17,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.735,0.742,41,8.2,6.1,Anita Jansen,a.jansen@roc.nl
20240192,Lucas Persijn,l.persijn@student.roc.nl,20,M,MBO niveau 3,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.58,0.579,28,6.1,5.6,Fatima El Amrani,f.elamrani@roc.nl
20240193,Maurits Serra-Spruyt,m.serra-spruyt@student.roc.nl,23,V,HAVO,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.751,0.791,44,4.8,7.4,Anita Jansen,a.jansen@roc.nl
20240194,Thijmen van Santen-Mudden,t.vansanten-mudden@student.roc.nl,19,M,VMBO-T,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.924,0.752,37,6.9,7.7,Peter Smit,p.smit@roc.nl
20240195,Laura Mansveld,l.mansveld@student.roc.nl,22,M,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.733,0.768,47,6.6,6.4,Jan de Vries,j.devries@roc.nl
20240196,Lukas Guit,l.guit@student.roc.nl,16,M,MBO niveau 2,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.73,0.751,35,7.1,6.6,Jan de Vries,j.devries@roc.nl
20240197,Bastiaan van Praagh-Vallenduuk,b.vanpraagh-vallenduuk@student.roc.nl,20,V,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.719,0.72,34,8.2,7.8,Mohammed Boukhari,m.boukhari@roc.nl
20240198,Faye van Saksen,f.vansaksen@student.roc.nl,19,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.777,0.672,39,5.5,6.9,Anita Jansen,a.jansen@roc.nl
20240199,Lot van Praagh,l.vanpraagh@student.roc.nl,17,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.576,0.679,34,5.9,5.0,Jan de Vries,j.devries@roc.nl
20240200,Sylvie de Koning,s.dekoning@student.roc.nl,22,V,VMBO-K,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.683,0.761,38,7.4,7.3,Mohammed Boukhari,m.boukhari@roc.nl
20240201,Tess Ehlert,t.ehlert@student.roc.nl,17,M,VMBO-T,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.555,0.683,43,6.1,5.5,Peter Smit,p.smit@roc.nl
20240202,Azra Spiker,a.spiker@student.roc.nl,23,V,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.632,0.61,40,7.2,4.4,Jan de Vries,j.devries@roc.nl
20240203,Esila Mudden,e.mudden@student.roc.nl,23,V,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.487,0.475,27,8.3,4.7,Mohammed Boukhari,m.boukhari@roc.nl
20240204,Yasmin van Haarlem,y.vanhaarlem@student.roc.nl,21,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2024-2025,2,BBL,2024-09-01,0.66,0.651,33,5.0,7.5,Anita Jansen,a.jansen@roc.nl
20240205,Hugo van der Noot,h.vandernoot@student.roc.nl,19,V,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.802,0.702,41,8.6,5.6,Fatima El Amrani,f.elamrani@roc.nl
20240206,Dylan Wolters,d.wolters@student.roc.nl,19,V,VMBO-B,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.837,0.602,31,6.1,8.7,Anita Jansen,a.jansen@roc.nl
20240207,Madelief Schrik,m.schrik@student.roc.nl,23,V,VMBO-K,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.658,0.694,36,7.4,6.9,Fatima El Amrani,f.elamrani@roc.nl
20240208,Elena Vaessen,e.vaessen@student.roc.nl,20,M,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.747,0.709,39,6.8,7.8,Mohammed Boukhari,m.boukhari@roc.nl
20240209,Jayden van Wijk,j.vanwijk@student.roc.nl,17,M,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.512,0.584,30,6.3,6.3,Mohammed Boukhari,m.boukhari@roc.nl
20240210,Luke Arnold,l.arnold@student.roc.nl,18,V,MBO niveau 3,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.869,0.674,30,6.4,6.6,Jan de Vries,j.devries@roc.nl
20240211,Elin Giselmeyer,e.giselmeyer@student.roc.nl,17,V,MBO niveau 3,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.841,0.823,44,4.0,6.6,Mohammed Boukhari,m.boukhari@roc.nl
20240212,Daniel Buijs,d.buijs@student.roc.nl,16,M,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.798,0.669,41,6.3,4.9,Mohammed Boukhari,m.boukhari@roc.nl
20240213,Youssef Draaisma-Blees,y.draaisma-blees@student.roc.nl,20,V,VMBO-K,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.734,0.718,36,5.4,7.1,Peter Smit,p.smit@roc.nl
20240214,Mehmet van Embden,m.vanembden@student.roc.nl,19,V,MBO niveau 2,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.86,0.655,35,8.6,7.0,Mohammed Boukhari,m.boukhari@roc.nl
20240215,Ceylin Gerritse,c.gerritse@student.roc.nl,19,V,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.891,0.806,44,6.6,7.8,Mohammed Boukhari,m.boukhari@roc.nl
20240216,Luuk van der Sloot-Mol,l.vandersloot-mol@student.roc.nl,21,M,HAVO,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.888,0.79,42,9.0,9.1,Anita Jansen,a.jansen@roc.nl
20240217,Cas van de Elzas-Spruit,c.vandeelzas-spruit@student.roc.nl,18,M,MBO niveau 2,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.782,0.549,39,5.6,6.6,Jan de Vries,j.devries@roc.nl
20240218,Maaike van der Zijl,m.vanderzijl@student.roc.nl,22,M,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BBL,2024-09-01,0.498,0.547,24,6.2,7.8,Mohammed Boukhari,m.boukhari@roc.nl
20240219,Kick Lonen-Demmendaal,k.lonen-demmendaal@student.roc.nl,21,V,HAVO,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.873,0.786,47,7.0,6.4,Anita Jansen,a.jansen@roc.nl
20240220,Benthe van Cuijck-Draaisma,b.vancuijck-draaisma@student.roc.nl,17,M,VMBO-K,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.719,0.713,43,5.2,6.5,Fatima El Amrani,f.elamrani@roc.nl
20240221,Cornelis van Velzen,c.vanvelzen@student.roc.nl,21,M,VMBO-B,Techniek,Netwerkbeheerder,93200,2024-2025,4,BBL,2024-09-01,0.856,0.776,42,7.5,5.3,Mohammed Boukhari,m.boukhari@roc.nl
20240222,Danique van 't Houteveen-Romijn,d.van'thouteveen-romijn@student.roc.nl,16,M,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.938,0.825,47,5.1,7.6,Jan de Vries,j.devries@roc.nl
20240223,Nienke Van Bragt,n.vanbragt@student.roc.nl,17,V,VMBO-B,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.763,0.818,41,5.3,7.8,Anita Jansen,a.jansen@roc.nl
20240224,Lola Leene,l.leene@student.roc.nl,19,M,HAVO,Techniek,Software Developer,25604,2024-2025,4,BBL,2024-09-01,0.685,0.529,35,5.1,6.9,Fatima El Amrani,f.elamrani@roc.nl
20240225,Dean Friehus,d.friehus@student.roc.nl,22,M,HAVO,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.704,0.509,30,6.9,9.0,Jan de Vries,j.devries@roc.nl
20240226,Luna Laffray-Rijcken,l.laffray-rijcken@student.roc.nl,17,V,MBO niveau 3,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.78,0.833,52,7.9,9.7,Anita Jansen,a.jansen@roc.nl
20240227,Fiene Gervais,f.gervais@student.roc.nl,20,V,MBO niveau 2,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.842,0.776,43,4.5,7.5,Jan de Vries,j.devries@roc.nl
20240228,Olaf Le Grand,o.legrand@student.roc.nl,21,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.501,0.67,41,7.5,7.9,Fatima El Amrani,f.elamrani@roc.nl
20240229,Selina Marchand,s.marchand@student.roc.nl,19,M,MBO niveau 2,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.947,0.924,42,8.5,5.8,Mohammed Boukhari,m.boukhari@roc.nl
20240230,Olivier Kleibrink,o.kleibrink@student.roc.nl,24,M,MBO niveau 3,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.748,0.784,45,6.2,6.8,Anita Jansen,a.jansen@roc.nl
20240231,Adriana Uit de Willigen,a.uitdewilligen@student.roc.nl,20,M,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.67,0.465,31,5.7,6.3,Peter Smit,p.smit@roc.nl
20240232,Kai Haneberg,k.haneberg@student.roc.nl,20,X,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.698,0.745,34,8.2,5.2,Mohammed Boukhari,m.boukhari@roc.nl
20240233,Selina Pison,s.pison@student.roc.nl,16,M,VMBO-K,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.779,0.691,37,7.2,7.2,Mohammed Boukhari,m.boukhari@roc.nl
